Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n4479,4,10,1,2,42
n3149,3,8,1,2,15
g30455,6,12,1,5,8
g30456,6,14,2,10,4
g30457,4,10,1,4,5
g30458,5,9,2,4,15
g30459,2,7,2,8,24
n3171,4,8,1,2,21
n3172,4,9,1,2,29
n3170,4,10,1,2,25
g2771,4,10,4,9,21
n3179,4,10,1,1,20
g2775,4,10,3,10,19
g1442,4,8,6,18,46
n3177,2,6,4,10,2
n3178,3,9,1,2,21
g1448,4,8,7,13,12
n3175,3,12,1,3,19
g2779,4,6,5,8,1
n3176,2,8,1,4,4
n3173,3,10,1,1,11
n3174,2,4,2,9,24
n3160,3,10,4,9,38
n4491,4,10,1,2,37
n3161,3,12,2,2,29
n4492,2,5,4,4,36
n4490,2,7,3,6,31
g2783,4,10,4,8,15
g2787,4,10,5,7,23
n3168,3,8,1,2,24
n4499,3,12,6,9,33
n3169,2,4,4,8,7
n3166,2,7,1,2,29
n4497,2,6,4,8,14
g1454,4,8,3,8,10
n3167,3,9,4,8,23
n4498,4,11,1,2,34
n3164,2,6,1,1,39
n4495,2,6,2,2,15
n3165,3,10,2,4,13
n4496,2,8,4,4,42
n3162,2,3,3,5,19
n4493,2,4,1,1,43
n3163,2,6,1,1,39
n4494,2,4,1,1,37
n3193,4,9,1,2,17
n3194,3,9,1,1,11
n3191,4,10,1,2,6
n3192,4,7,1,2,21
n3190,2,4,4,8,5
n3199,4,10,1,1,20
n3197,2,8,1,3,4
n3198,3,9,1,2,21
n3195,2,6,5,9,25
n3196,2,8,2,5,42
g2759,4,9,7,14,13
g11349,4,8,7,18,23
n3182,3,12,2,2,17
n3183,2,3,3,5,19
n3180,4,8,1,1,44
n3181,3,10,3,4,43
g1430,4,8,6,13,18
g2763,4,9,6,12,16
n3188,3,10,4,8,4
n3189,3,8,1,2,5
g1437,4,4,3,6,11
n3186,3,10,2,4,17
n3187,2,7,1,2,10
g2767,4,10,5,12,20
n3184,2,6,1,1,44
n3185,2,4,1,1,18
g1404,4,8,5,12,45
g2735,4,9,6,17,13
g2741,4,8,4,9,15
g1413,4,8,3,6,5
g2748,4,4,4,9,17
g2712,4,8,4,10,7
g2715,4,9,9,22,9
g2719,4,9,9,28,13
g13966,4,8,7,23,31
g2724,4,4,8,20,15
g2729,4,9,12,35,10
g2811,4,10,4,8,20
g2815,4,10,5,10,15
g2819,4,10,4,8,23
g5092,4,6,4,10,33
g5097,4,10,3,8,36
g2827,4,6,4,7,1
DFF_480_n1,4,8,1,1,9
g5069,4,8,6,10,26
g6395,4,10,6,20,12
g5073,4,8,5,8,28
g5077,4,7,3,12,28
g2803,4,10,3,8,21
g2807,4,6,4,13,19
g5084,4,10,3,7,31
g5080,4,6,2,9,34
g6377,4,8,5,14,8
g5046,4,9,5,13,20
n9236,4,8,1,6,15
test_si100,0,0,2,11,0
g5052,4,9,6,10,20
g5057,4,6,5,11,24
g6386,4,8,4,6,12
g5062,4,8,8,18,42
g6390,4,7,5,9,9
g5022,4,8,7,16,13
g5029,4,10,5,10,12
n9255,4,9,1,3,13
DFF_514_n1,4,8,1,1,11
n9245,4,8,2,10,5
g5037,4,10,5,13,20
n9247,4,7,2,6,14
g5033,4,9,8,17,16
n9240,4,6,2,6,9
g5041,4,8,6,13,22
g6336,4,8,4,14,10
g17423,4,8,7,16,56
n9273,4,8,1,3,15
n9274,4,8,2,4,10
g5008,4,8,2,6,7
n9276,4,8,1,5,5
g30408,6,15,1,4,9
g30409,6,15,1,3,9
n9280,4,8,1,5,10
g30400,6,15,1,4,9
g30401,6,15,1,5,9
g30402,6,15,1,4,9
g30403,6,15,1,4,9
g30404,6,15,1,4,9
g30405,6,15,2,6,9
g30406,6,15,1,5,9
g30407,6,15,1,4,9
n9267,4,8,2,6,10
g5016,4,10,6,14,12
g5011,4,10,3,6,12
n9262,4,8,2,11,22
n9265,4,9,2,6,13
g6311,4,10,4,7,9
g30420,6,15,1,4,9
g30421,6,15,1,5,9
n9294,4,8,2,3,11
n9295,4,8,2,5,22
g30422,6,15,1,5,9
g30423,6,15,1,4,9
g30424,6,15,1,5,9
g30425,6,15,1,4,9
g30426,6,15,1,4,9
g30427,6,15,1,5,9
g30428,6,15,1,3,9
g30429,6,15,1,5,9
g30410,6,14,1,3,11
n9281,4,4,2,17,11
g30419,6,15,1,5,9
g28105,6,18,1,3,12
g30411,6,13,1,5,16
g30412,6,14,1,4,14
g30413,6,12,1,4,8
g30414,2,7,2,7,25
g28102,6,18,1,3,6
g30415,6,14,1,4,13
g30416,6,14,2,6,13
g30417,6,14,1,5,13
g30418,6,14,1,5,13
n5710,4,7,2,4,9
n5718,4,6,1,1,24
n5717,4,6,1,1,17
n5716,4,10,2,3,38
n5715,4,9,2,3,21
n5714,4,8,2,3,5
n5713,4,8,2,3,10
n5712,4,8,2,3,10
n5711,4,8,2,4,16
n5719,4,6,1,1,14
g6303,4,10,4,9,10
g6307,4,6,4,6,1
n5707,4,10,2,2,24
n5706,4,10,2,2,14
n5705,4,8,1,1,25
n5704,4,8,1,1,23
n5703,4,8,1,1,5
n5702,4,8,1,1,24
n5701,4,8,1,1,28
n5700,4,8,1,1,30
n5709,4,8,2,4,21
n5708,4,9,2,3,22
g17404,4,8,5,16,57
g17400,4,8,6,16,30
n4400,3,5,1,1,19
n5732,4,9,2,3,21
n4401,3,6,1,1,25
n5731,4,10,2,3,35
n5730,4,10,2,3,42
n4408,3,12,1,1,11
n4409,3,12,1,1,24
n5739,4,4,2,3,6
n4406,4,12,1,1,23
n5738,4,8,2,3,6
n4407,2,6,1,1,12
n5737,4,8,2,3,6
n4404,5,15,1,1,19
n5736,4,8,2,3,6
n4405,5,13,1,1,22
n5735,4,8,2,3,6
n4402,2,4,1,1,24
n5734,4,8,2,3,6
n4403,3,10,2,2,23
n5733,4,8,2,3,13
n5721,4,6,1,1,17
n5720,4,6,1,1,17
n5729,4,8,2,4,5
n5728,4,10,2,3,15
n5727,4,6,2,4,9
n5726,4,8,1,1,8
n5725,4,10,2,3,31
n5724,4,10,2,3,24
n5723,4,6,1,1,13
n5722,4,2,1,1,8
n4301,2,5,2,8,11
n5633,4,8,1,5,16
n4302,4,12,1,1,3
n5632,4,8,1,3,18
n5631,4,8,2,2,11
n4300,2,5,2,8,11
n5630,4,10,2,4,30
n4309,4,12,1,1,7
n4307,2,8,1,1,19
n5639,4,7,1,1,3
n4308,6,24,1,1,9
n5638,4,10,1,1,8
n4305,3,12,1,2,9
n5637,4,8,1,5,7
n4306,4,14,1,1,8
n5636,4,8,1,5,2
n4303,2,8,1,1,19
n5635,4,7,1,1,7
n4304,2,8,3,5,20
n5634,4,10,1,1,29
n5622,4,8,2,9,32
n5621,4,9,2,4,14
n5620,4,5,2,2,3
n5629,4,10,2,3,18
n5628,4,8,2,4,11
n5627,4,7,2,2,31
n5626,4,8,2,4,15
n5625,4,8,2,2,22
n5624,4,8,2,2,15
n5623,4,7,2,2,9
g1384,4,10,6,12,38
g1389,4,10,6,8,52
n4323,2,5,2,8,11
n5655,4,8,3,4,25
n4324,4,12,1,1,3
n5654,4,8,3,4,20
n4321,3,12,2,8,29
n5653,4,8,4,5,23
n4322,2,5,2,8,11
n5652,4,8,5,9,3
n5651,4,8,6,12,12
n4320,2,5,1,4,10
n5650,4,8,6,12,3
n4329,2,4,1,2,4
n4327,2,6,1,2,17
n5659,4,8,3,3,40
n4328,2,6,3,4,11
n5658,4,4,3,3,9
n4325,2,8,1,1,29
n5657,4,10,2,3,12
n4326,2,8,3,5,30
n5656,4,6,4,6,18
g1395,4,8,6,11,43
n4312,3,12,1,1,12
n5644,4,8,1,1,3
n4313,4,15,1,1,7
n5643,4,8,1,1,3
n4310,2,8,1,1,19
n5642,4,8,1,2,10
n4311,2,5,1,1,6
n5641,4,8,1,1,3
n5640,4,10,1,1,8
n4318,2,9,1,1,4
n4319,5,16,1,1,3
n5649,4,8,6,12,12
n4316,2,5,1,1,32
n5648,4,8,6,12,12
n4317,3,12,2,5,5
n5647,4,8,6,12,12
n4314,3,12,2,5,25
n5646,4,8,6,12,12
n4315,3,6,1,1,6
n5645,4,8,6,12,12
g30560,6,14,1,5,13
g30561,6,14,1,5,13
g30562,6,14,1,5,15
g31894,5,9,2,11,9
g1361,4,10,6,14,58
g30563,6,12,1,4,8
g31895,3,6,1,4,6
g1367,4,10,6,10,58
n3014,3,6,2,3,47
n4345,2,6,1,2,8
n5677,4,10,3,6,25
n3015,4,7,1,2,22
n4346,2,3,5,9,7
n5676,4,6,3,6,24
g2697,4,10,5,10,3
n3012,3,12,2,6,10
n4343,5,13,2,2,29
n5675,4,10,3,6,23
n3013,3,12,2,6,10
n4344,2,4,1,2,4
n5674,4,10,3,6,36
n3010,3,5,1,2,24
n4341,2,7,1,2,14
n5673,4,10,3,6,30
n3011,3,5,1,2,34
n4342,2,7,1,1,13
n5672,4,10,3,6,23
n5671,4,8,3,3,8
g17580,4,8,7,17,26
n4340,3,9,2,6,31
n5670,4,8,3,5,10
n3018,3,9,4,11,20
n4349,4,9,1,2,25
n3019,2,8,3,6,11
n3016,3,9,1,1,21
n4347,2,6,1,2,30
n5679,4,10,3,6,21
n3017,2,8,5,5,13
n4348,2,4,5,8,23
n5678,4,10,3,6,26
g31896,3,6,1,3,14
g31897,3,6,1,2,9
g31898,6,12,2,9,11
g31899,6,13,2,7,7
g30550,6,15,1,5,9
g30551,6,15,1,5,9
g30552,6,15,1,5,9
g1373,4,10,7,11,58
g30553,6,15,1,5,9
n3003,2,5,4,5,19
n4334,3,6,1,2,34
n5666,4,8,3,3,13
g1379,4,8,6,14,60
n3004,2,8,2,2,15
n4335,4,9,1,2,34
n5665,4,8,3,3,5
n3001,3,9,1,1,21
n4332,2,6,1,2,39
n5664,4,8,3,3,13
n3002,2,6,1,1,17
n4333,2,5,5,8,32
n5663,4,4,3,3,17
n4330,2,6,1,2,8
n5662,4,8,3,3,38
n3000,3,9,1,1,21
n4331,2,3,5,9,7
n5661,4,8,3,3,34
n5660,4,8,3,3,35
n3009,4,5,1,1,21
n3007,2,4,4,5,19
n4338,3,6,1,1,24
n3008,2,2,1,1,18
n4339,4,11,1,1,24
n5669,4,10,1,2,37
n3005,2,4,4,6,16
n4336,2,8,1,1,29
n5668,4,8,3,3,29
n3006,2,4,4,5,19
n4337,2,2,2,3,7
n5667,4,8,3,3,11
g30554,6,15,1,4,9
g30555,6,15,1,5,9
g30556,6,15,1,4,9
g30557,6,15,1,5,9
g30558,6,15,1,4,9
g30559,6,15,1,4,9
n5691,4,8,3,4,10
n4360,2,6,1,2,6
n5690,4,8,2,2,10
g2671,4,9,2,5,53
g1345,4,10,7,12,12
n3036,3,9,1,1,13
n4367,2,2,2,3,7
n5699,4,8,1,1,19
n3037,2,8,5,5,13
n4368,3,6,1,1,33
n5698,4,8,1,1,7
g2675,4,4,4,9,55
n3034,3,6,2,3,47
n4365,3,6,1,2,30
n5697,4,8,3,4,11
n3035,4,7,1,2,14
n4366,2,8,1,1,38
n5696,4,4,3,4,11
n3032,2,3,3,5,20
n4363,2,4,5,8,28
n5695,4,8,3,4,18
n3033,2,6,4,8,46
n4364,4,9,1,2,30
n5694,4,8,2,2,12
n3030,2,2,4,7,10
n4361,2,3,5,9,5
n5693,4,8,3,4,10
n3031,2,7,1,2,13
n4362,2,6,1,2,35
n5692,4,8,3,4,10
n3038,3,8,4,11,12
n4369,4,11,1,1,33
n3039,2,8,3,6,11
n5680,4,10,3,6,22
g2681,4,8,3,7,57
g1351,4,8,3,9,48
n3025,4,8,1,2,22
n4356,2,7,1,2,14
n5688,4,8,3,4,10
n3026,3,7,1,1,21
n4357,2,7,1,1,13
n5687,4,8,3,4,10
n3023,2,6,4,8,46
n4354,4,11,1,1,36
n5686,4,8,3,4,10
n3024,3,4,2,3,47
n4355,3,9,2,6,22
n5685,4,8,3,4,10
n3021,2,7,1,2,13
n4352,2,2,2,3,9
n5684,4,8,3,4,10
n3022,2,2,3,5,22
n4353,3,6,1,1,36
n5683,4,8,3,4,9
n4350,3,6,1,2,25
n5682,4,8,3,4,10
g2689,4,8,8,27,3
n3020,2,4,4,7,10
n4351,2,8,1,1,4
n5681,4,10,3,6,31
n3029,2,8,3,6,11
n3027,2,7,5,13,19
n4358,5,13,2,3,20
n3028,2,8,5,5,13
n4359,2,4,1,2,4
n5689,4,6,2,2,39
n3050,2,7,1,2,13
n4381,5,15,1,1,19
n3051,2,2,3,6,14
n4382,5,13,1,1,22
n4380,3,10,2,2,25
n3058,2,7,1,2,13
n4389,3,5,1,1,19
n3059,2,2,3,5,32
n3056,2,8,3,6,11
n4387,2,6,1,6,20
g2652,4,8,6,11,24
n3057,2,4,4,7,10
n4388,2,7,8,8,19
n3054,3,9,1,1,31
n4385,3,12,1,1,11
n3055,2,8,5,5,13
n4386,3,12,1,1,16
g2657,4,8,3,11,11
n3052,3,6,2,3,47
n4383,4,12,1,1,23
n3053,4,7,1,2,32
n4384,2,6,1,1,12
g11447,4,8,2,5,8
n4370,3,9,2,6,27
n3040,2,4,4,7,10
n4371,2,7,1,2,14
g2661,4,8,3,7,13
g10122,4,8,3,10,13
g3990,4,8,4,13,10
n3047,3,8,4,11,12
n4378,3,6,1,1,27
n3048,2,8,3,6,11
n4379,2,4,1,1,26
n3045,3,9,1,1,13
n4376,2,6,1,1,14
g1333,4,8,3,8,37
n3046,2,8,5,5,13
n4377,3,5,1,1,19
n3043,3,6,2,3,47
n4374,2,5,1,2,11
g1339,4,7,4,15,32
n3044,4,7,1,2,14
n4375,2,3,1,2,15
n3041,2,7,1,2,13
n4372,2,7,1,1,13
n3042,2,2,3,5,14
n4373,5,13,2,2,25
n3049,2,4,4,8,10
n3072,2,2,4,7,10
n3073,2,7,1,2,13
n3070,2,8,5,5,13
n3071,2,8,3,6,11
n3078,2,8,5,5,13
g3961,4,10,5,7,10
g1300,4,8,8,19,12
n3079,3,8,4,11,12
n3076,4,7,1,2,14
g1306,4,8,2,8,10
n3077,3,9,1,1,13
n3074,2,3,3,5,10
g3965,4,10,5,7,9
n3075,3,6,2,3,47
g2638,4,8,5,9,22
n3061,2,6,1,2,14
n4392,3,10,2,2,25
n3062,2,6,1,2,12
n4393,5,15,1,1,19
n4390,3,6,1,1,27
n3060,2,5,2,10,35
n4391,2,4,1,1,26
g1312,4,6,2,7,46
n3069,2,7,5,13,9
g2643,4,10,5,7,10
n3067,4,8,1,2,12
n4398,3,12,1,1,4
n3068,3,7,1,1,11
n4399,2,6,1,6,20
g2648,4,8,4,9,12
n3065,3,7,1,1,7
n4396,2,6,1,1,12
n3066,3,4,2,3,47
n4397,3,12,1,1,11
n3063,2,5,2,2,20
n4394,5,13,1,1,22
n3064,2,4,1,1,8
n4395,4,12,1,1,23
n3094,2,5,3,4,37
n3095,2,5,1,1,11
n3092,2,7,1,2,13
n3093,2,2,3,5,14
n3090,2,8,3,6,15
n3091,2,4,4,7,10
g2610,4,9,10,18,14
g3941,4,10,4,9,10
n3098,2,3,16,32,5
g3945,4,10,5,7,10
n3099,3,9,1,2,22
n3096,2,3,1,1,15
n3097,2,6,1,1,14
g2619,4,9,5,15,20
n3083,2,2,3,6,14
n3084,2,5,2,8,45
n3081,2,4,4,8,10
n3082,2,7,1,2,13
n3080,2,8,3,6,11
g3953,4,6,5,11,1
n3089,2,8,5,5,13
g3957,4,6,5,13,1
n3087,5,12,1,1,13
n3088,3,8,4,11,12
n3085,2,8,1,2,48
n3086,3,6,2,2,47
g2629,4,10,7,14,37
g11418,4,8,7,17,27
g6199,4,8,3,6,3
g3921,4,10,4,7,10
g3925,4,10,4,7,10
g3929,4,10,5,7,10
g3933,4,10,4,7,10
g2606,4,9,4,14,7
g3937,4,10,5,10,10
DFF_672_n1,4,6,1,5,4
g6299,4,10,4,8,10
g34040,6,16,2,9,13
g34041,4,8,2,8,8
g34035,2,6,2,7,7
g34036,2,6,2,8,7
g34033,4,8,2,8,3
g34034,2,6,2,6,7
g34039,6,16,2,9,13
g34037,6,13,2,11,18
g34038,6,14,2,7,15
g34031,6,16,2,9,23
g34032,6,16,2,8,3
g34030,6,14,2,7,19
g2704,4,10,5,14,3
g6279,4,10,4,6,10
g6275,4,10,4,7,10
g6283,4,6,5,7,1
g6287,4,6,5,11,1
g6295,4,10,5,9,10
g6291,4,10,5,8,10
g34002,4,10,2,4,9
g34003,4,10,2,4,9
g34000,6,13,1,5,12
g34001,4,10,2,4,10
g6259,4,10,4,7,26
g34006,6,15,1,4,9
g34007,6,13,2,6,12
g34004,4,10,2,4,9
g6255,4,10,4,9,14
g34005,4,10,2,4,9
g34008,4,10,2,5,10
g34009,4,10,2,5,9
g6267,4,10,4,9,10
g6263,4,10,5,5,10
g6271,4,10,5,11,10
g11388,4,8,8,18,18
g34024,3,10,1,3,5
g34025,2,6,3,9,8
g6235,4,10,5,8,14
g34022,5,14,1,6,15
g34023,2,6,2,3,7
g34028,2,6,1,2,9
g34029,6,13,2,10,28
g34026,2,6,2,6,7
g34027,2,6,1,7,7
g34020,6,15,1,5,9
g6239,4,10,4,10,14
g34021,6,13,1,5,26
g34013,6,15,1,4,9
g34014,6,13,1,5,12
g6247,4,10,4,7,14
g34011,4,10,2,5,9
g34012,4,10,2,5,9
g34017,4,10,2,3,9
g34018,4,10,2,3,9
g34015,4,10,2,5,10
g6243,4,10,5,9,14
g34016,4,10,2,5,9
g34010,4,10,2,4,9
g34019,4,10,2,5,9
g6251,4,10,4,9,24
g6215,4,8,4,15,12
g7540,4,8,4,9,10
g8870,4,8,5,16,8
g30520,6,14,1,5,9
g6219,4,8,6,21,20
g30529,6,15,1,5,9
g30521,6,12,1,3,8
g30522,2,7,2,7,7
g30523,6,14,1,5,13
g30524,6,14,1,4,13
g30525,6,14,1,4,13
g30526,6,14,1,4,13
g30527,6,15,1,5,9
g30528,6,15,1,4,9
g18881,0,0,0,0,0
g6227,4,8,4,17,22
g30518,6,14,1,4,13
g30519,6,14,1,4,7
g30510,6,15,1,5,9
g30511,6,15,1,4,9
g30512,6,15,1,5,9
g30513,6,15,1,4,9
g30514,6,15,1,5,9
g30515,6,15,1,4,9
g30516,6,15,1,5,9
g30517,6,15,1,4,9
g31870,6,14,2,5,35
g30540,6,14,1,4,23
g31871,6,15,1,6,57
g30541,6,14,1,4,25
g31872,4,12,2,9,16
g30542,6,12,1,4,8
g30543,2,7,2,8,27
g30544,6,14,1,4,13
g30545,6,14,1,3,13
g30546,6,14,1,4,13
g30547,6,14,1,5,13
g30548,6,15,1,4,9
g30549,6,15,1,4,9
g6203,4,6,4,17,10
g31860,1,2,3,4,14
g31861,0,0,0,0,0
g30530,6,15,1,4,9
g17577,4,4,7,16,1
g31862,1,2,3,5,16
g30531,6,15,1,4,9
g6209,4,8,6,29,10
g31863,1,2,1,2,16
g30532,6,15,1,5,9
g30533,6,15,1,5,9
g31864,6,15,2,6,22
g30534,6,15,1,5,9
g31865,4,11,1,4,22
g31866,6,15,2,6,14
g30535,6,15,1,5,9
g31867,6,15,2,5,32
g30536,6,15,1,4,9
g31868,6,14,2,5,29
g30537,6,15,1,4,9
g31869,6,15,1,6,6
g30538,6,15,1,4,9
g30539,6,14,1,5,13
g8839,4,8,4,11,10
Tj_TriggerIN10,4,10,1,1,17
g17519,4,8,7,17,24
n5611,4,10,2,3,8
n5610,4,10,2,3,23
DFF_1322_n1,4,8,1,1,5
g30507,6,15,1,4,9
n5619,4,9,2,2,18
g30508,6,15,1,5,9
n5618,4,8,2,7,39
g30509,6,15,1,5,9
n5617,4,8,2,8,44
n5616,4,8,2,9,37
n5615,4,6,2,3,4
n5614,4,8,2,2,10
n5613,4,4,2,2,10
n5612,4,10,2,3,32
g30500,6,12,1,4,8
g30501,2,7,2,8,7
g30502,6,14,1,4,13
g30503,6,14,1,4,13
g30504,6,14,1,4,13
g30505,6,14,2,6,13
g30506,6,15,1,3,9
n5600,4,9,2,11,13
