Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n69,4,12,1,2,18
n68,3,6,1,1,7
n166,3,5,1,2,5
n163,3,7,2,9,9
iCTRL,2,8,1,0,7
n164,3,7,2,10,9
n169,3,6,2,3,3
n167,3,6,2,3,3
uart_REC_dataH,0,0,1,1,0
n168,3,6,2,3,3
iXMIT_bitCountH_3_,3,3,3,5,17
sys_rst_l,0,0,84,233,0
rec_dataH_temp[5],3,6,2,2,17
iXMIT_xmit_doneInH,2,6,1,1,12
n72,1,2,1,4,12
n71,3,8,4,8,11
rec_dataH[4],3,3,1,1,16
iXMIT_state_1_,3,3,4,4,12
n74,1,2,1,1,16
n73,4,6,1,4,7
n75,3,9,2,7,6
iRECEIVER_bitCell_cntrH_0_,3,3,4,7,2
n77,3,9,1,1,11
n199,3,8,1,2,2
n79,1,4,2,3,14
n196,3,8,1,2,2
iXMIT_xmit_ShiftRegH_5_,3,3,3,4,4
rec_dataH_temp[4],3,6,2,2,20
n81,2,6,1,1,14
n80,2,6,3,5,22
n190,3,8,1,2,2
n83,2,6,2,2,26
rec_dataH[3],3,3,1,1,14
n82,3,9,1,1,11
n85,4,12,2,3,6
iXMIT_state_0_,3,3,6,9,10
n84,3,10,1,1,11
n87,4,10,1,1,8
n86,4,10,1,1,14
n89,2,6,1,1,7
n193,3,8,1,2,2
n88,1,4,2,2,7
iXMIT_xmit_ShiftRegH_4_,3,3,2,3,4
xmit_doneH,2,5,0,0,8
iXMIT_N_CTRL_1_,4,8,1,1,19
rec_dataH_temp[3],3,6,2,2,20
