Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
g182,4,6,4,0,9
g1448,4,6,6,0,7
g11326,4,10,1,0,45
g11327,4,10,1,0,46
g11328,4,10,1,0,51
g11329,4,10,2,0,34
g11333,4,10,2,0,39
g11334,4,10,2,0,40
g11335,4,10,2,0,34
g11336,4,10,2,0,35
g178,4,6,3,0,7
g11330,4,10,2,0,43
g11331,4,10,2,0,32
g11332,4,10,2,0,47
g174,4,6,4,0,5
g1453,4,6,3,0,11
g5816,0,0,0,0,0
g170,4,6,5,0,7
g1458,4,6,2,0,7
g11337,4,10,2,0,41
g11338,4,10,2,0,31
g11340,2,4,2,0,10
g8059,2,3,1,0,6
g1424,4,6,3,0,3
g1428,4,6,4,0,7
g8060,2,3,1,0,6
g11349,2,5,1,0,27
g8062,0,0,0,0,0
g8061,0,0,0,0,0
g197,4,6,3,0,7
g1432,4,6,5,0,7
g4940,2,5,1,0,21
g192,4,6,6,0,7
g1436,4,6,4,0,7
g8039,2,3,1,0,6
DFF_275_n1,4,5,1,0,2
n619,1,2,2,0,21
g7189,2,6,2,0,12
g1400,4,6,2,0,7
g1882,4,7,4,0,27
g1887,4,8,5,0,22
g1403,4,6,5,0,7
g1407,4,2,4,0,1
n610,1,2,2,0,15
g8042,2,3,1,0,6
g8041,2,3,1,0,6
n614,1,3,2,0,15
g8044,2,3,2,0,6
n611,1,2,2,0,22
g8043,2,3,1,0,6
n612,1,2,2,0,55
g7191,3,6,1,0,12
n617,1,3,2,0,17
g8040,2,3,1,0,6
n616,1,2,3,0,19
g8049,2,3,1,0,6
n609,1,3,2,0,20
g1891,4,7,3,0,10
g8046,2,3,1,0,6
g8045,2,3,1,0,6
g8048,2,3,1,0,4
g8047,2,3,1,0,6
g1411,4,6,4,0,5
g1896,4,8,4,0,22
g1415,4,6,4,0,7
g1419,4,6,3,0,7
DFF_452_n1,4,5,1,0,13
g8053,2,3,1,0,4
n602,1,4,1,0,24
g8052,2,3,1,0,4
n603,1,2,2,0,15
g8055,2,3,1,0,6
n600,1,2,2,0,9
g8054,2,3,1,0,6
n606,1,4,7,0,9
n607,1,2,3,0,13
g8051,2,3,1,0,4
n604,1,3,1,0,15
g8050,2,3,1,0,4
n605,1,2,7,0,8
g11300,4,11,1,0,15
g10455,2,2,0,0,5
g8019,3,6,1,0,35
g11303,4,11,1,0,7
g1861,4,6,6,0,16
g1864,4,7,4,0,19
n1811,1,0,1,0,1
g1868,4,7,3,0,19
n1813,1,0,1,0,1
n631,1,2,2,0,29
n632,1,3,2,0,9
n630,1,2,2,0,38
g11308,4,11,1,0,25
n1819,1,0,1,0,1
n633,1,2,2,0,10
n634,1,3,2,0,9
g10457,2,2,0,0,5
n1815,1,0,1,0,1
g11305,4,11,1,0,20
g10459,2,2,0,0,5
g11306,4,11,1,0,21
n1817,1,0,1,0,1
g10465,2,2,0,0,5
g11312,4,11,2,0,30
g11314,4,11,1,0,31
g8024,3,5,1,0,27
g10461,2,5,0,0,6
g10463,2,2,0,0,5
g11310,4,11,2,0,26
g1872,4,7,5,0,25
g4903,2,5,2,0,12
g1878,4,9,5,0,21
g4902,2,5,2,0,12
g4905,2,5,2,0,12
g4904,2,5,3,0,14
n1801,1,0,1,0,1
n620,1,2,3,0,8
n621,1,4,1,0,24
n624,1,3,11,0,20
g7183,2,6,2,0,12
n625,1,2,2,0,23
n1807,1,0,1,0,1
n622,1,3,8,0,6
n623,1,2,4,0,19
n1809,1,0,1,0,1
n629,1,2,2,0,23
n1803,1,0,1,0,1
n627,1,4,1,0,8
n1805,1,0,1,0,1
g1961,0,0,1,0,0
g1960,0,0,1,0,0
n1712,4,6,2,0,7
n650,1,3,11,0,15
n1711,4,6,2,0,9
n1714,4,7,2,0,16
n1713,4,6,2,0,7
n651,1,3,1,0,13
n1710,4,6,2,0,7
g9451,0,0,0,0,0
n1719,4,8,1,0,17
n1716,4,6,1,0,29
n1715,4,6,1,0,7
n1718,4,8,1,0,22
n1717,4,3,1,0,4
g11298,4,11,1,0,12
g11292,3,8,1,0,20
g11293,4,11,2,0,6
g11294,5,15,2,0,6
g11290,2,3,1,0,16
g11291,3,9,1,0,20
n1701,4,6,3,0,8
Tg2_OUT4,2,2,1,0,11
n1700,4,6,3,0,7
Tg2_OUT5,2,8,1,0,18
n1703,4,6,2,0,7
Tg2_OUT2,2,2,1,0,11
n1702,4,6,2,0,7
Tg2_OUT3,2,2,1,0,11
n643,1,2,1,0,8
Tg2_OUT1,2,3,1,0,9
n646,1,2,2,0,9
n1709,4,6,2,0,12
n647,1,4,1,0,19
n1708,4,6,2,0,5
n644,1,2,3,0,8
n645,1,2,2,0,9
n1705,4,6,2,0,7
Tg2_OUT8,2,3,1,0,8
n1704,4,6,2,0,7
n648,1,3,8,0,6
n1707,4,5,2,0,12
Tg2_OUT6,2,4,1,0,5
n649,1,3,5,0,14
n1706,4,6,2,0,7
Tg2_OUT7,2,6,1,0,10
g7244,4,10,1,0,6
g1941,4,8,4,0,22
n1733,1,0,1,0,1
g1945,4,7,4,0,10
n1735,1,0,1,0,1
n675,1,2,2,0,20
n674,1,2,2,0,53
n1731,1,0,1,0,1
n1737,1,0,1,0,1
n1739,1,0,1,0,1
g7257,4,10,1,0,6
g1950,4,8,5,0,24
g1955,4,5,2,0,3
g1958,4,8,4,0,7
n1723,1,0,1,0,1
n661,1,3,2,0,9
n1722,4,6,1,0,22
g1956,4,8,2,0,4
n1725,1,0,1,0,1
g1957,4,8,1,0,5
n1724,1,1,4,0,2
n665,1,3,2,0,18
n662,1,2,11,0,13
n1721,4,6,1,0,20
n1720,4,6,1,0,17
n668,1,3,5,0,6
g5083,3,4,1,0,10
n667,1,3,5,0,6
n1727,1,0,1,0,1
n1729,1,0,1,0,1
g4198,1,1,1,0,2
g4197,1,1,1,0,2
g4196,1,1,1,0,2
g4195,1,1,1,0,2
g4199,1,1,1,0,2
g8559,5,15,1,0,8
n1755,1,0,1,0,1
g1923,4,8,4,0,22
n1757,1,0,1,0,1
n1751,1,0,1,0,1
g1927,4,7,4,0,10
DFF_157_n1,4,6,1,0,10
n1753,1,0,1,0,1
g8561,0,0,0,0,0
n1759,1,0,1,0,1
g11256,4,7,1,0,25
g8566,0,0,0,0,0
g11257,4,10,1,0,43
g11258,4,10,1,0,45
g11259,4,10,1,0,47
g8563,0,0,0,0,0
g8562,0,0,0,0,0
g8565,0,0,0,0,0
g8564,0,0,0,0,0
g1932,4,8,4,0,22
g1936,4,7,4,0,10
n1745,1,0,1,0,1
n1747,1,0,1,0,1
n1741,1,0,1,0,1
n687,1,2,2,0,17
n1743,1,0,1,0,1
n685,1,2,2,0,10
g6392,2,3,1,0,7
n1749,1,0,1,0,1
g4176,4,7,3,0,20
g11267,4,10,1,0,35
g4175,4,7,3,0,16
g11268,4,10,1,0,37
g7202,3,5,1,0,13
g4174,4,7,3,0,12
g11269,4,10,1,0,39
g4173,4,6,5,0,9
g7204,2,6,2,0,15
g11263,4,10,1,0,27
g4179,4,7,4,0,32
g11264,4,10,1,0,29
g4178,4,7,3,0,28
g11265,4,10,1,0,31
g4177,4,7,4,0,24
g11266,4,10,1,0,33
g11260,4,10,1,0,49
g11261,4,10,2,0,3
g11262,4,10,2,0,5
n1771,1,0,1,0,1
g1900,4,7,6,0,10
n1777,1,0,1,0,1
n1779,1,0,1,0,1
n1773,1,0,12,0,1
g1905,4,8,5,0,22
n1775,1,0,3,0,1
g1909,4,7,6,0,10
g605,4,9,4,0,17
g4181,4,7,3,0,41
g4180,4,7,3,0,36
g11270,4,10,1,0,41
n1761,1,0,1,0,1
g7219,2,6,2,0,23
g1914,4,8,4,0,22
n1767,1,0,1,0,1
n1769,1,0,1,0,1
g1918,4,7,4,0,10
n1763,1,0,1,0,1
n1765,1,0,1,0,1
g4194,1,1,1,0,2
g4193,1,1,1,0,2
g4192,1,1,1,0,2
g4191,1,1,1,0,2
g622,4,6,3,0,7
g6333,2,5,2,0,6
g6334,2,5,1,0,6
g7660,3,10,1,0,7
g6331,2,5,2,0,6
g6332,2,5,2,0,6
n1791,1,0,1,0,1
n1310,2,2,1,0,23
n1793,1,0,1,0,1
n1316,2,7,1,0,12
n1315,5,13,1,0,13
n1799,1,0,1,0,1
n1318,3,12,3,0,19
n1317,2,2,1,0,21
n1312,5,13,1,0,23
n1311,2,5,3,0,21
n1795,1,0,1,0,1
n1314,2,5,1,0,23
n1313,2,3,1,0,22
n1797,1,0,1,0,1
g627,4,6,3,0,8
n1319,5,13,1,0,23
g611,4,6,6,0,4
N599,2,6,1,0,7
n1781,1,0,1,0,1
n1783,1,0,1,0,1
n1305,2,2,1,0,21
n1789,1,0,1,0,1
n1304,2,4,1,0,15
n1307,2,8,2,0,19
n1306,2,8,4,0,14
n1301,2,5,1,0,16
n1785,1,0,1,0,1
n1300,2,7,1,0,52
n1303,5,13,1,0,16
n1787,1,0,1,0,1
n1302,3,9,5,0,14
g617,4,6,4,0,4
g4172,4,7,1,0,3
n1309,2,6,1,0,12
g4171,2,4,0,0,6
DFF_121_n1,4,8,1,0,10
n1308,5,13,1,0,13
g10800,4,10,1,0,42
g10801,2,5,0,0,5
g6795,3,7,1,0,18
g643,4,7,2,0,11
g8973,3,10,2,0,19
g8976,4,6,2,0,13
n1330,3,12,1,0,21
n1332,2,6,1,0,8
n1331,4,16,1,0,31
g8978,4,6,2,0,13
g8977,4,6,2,0,4
g8979,4,6,1,0,4
n1338,2,5,2,0,18
n1337,3,7,3,0,12
n1339,4,9,1,0,15
n1334,3,7,4,0,6
n1333,4,9,1,0,20
n1336,2,5,1,0,13
n1335,2,2,2,0,14
test_se_NOT,1,0,1,0,1
g8985,4,6,1,0,4
g8984,4,6,0,0,24
g8986,4,6,1,0,4
g8981,4,6,1,0,4
g8980,4,6,1,0,13
g8983,4,6,1,0,4
g8982,4,6,1,0,16
n1321,2,5,1,0,21
n1320,2,4,1,0,22
g8505,2,3,2,0,3
n1326,4,15,1,0,41
n1329,4,15,1,0,17
n1328,4,16,1,0,29
n1323,2,4,1,0,53
n1322,5,13,1,0,54
n1325,2,8,2,0,52
n1324,2,2,1,0,16
g639,4,9,5,0,10
g636,4,8,3,0,7
test_so3,4,6,2,0,9
test_so4,4,6,1,0,7
test_so1,4,5,2,0,6
g664,4,9,5,0,16
test_so2,4,8,2,0,7
g1083,4,8,4,0,5
g5445,3,7,1,0,8
test_so7,4,8,2,0,5
test_so8,4,8,3,0,7
g1089,4,8,3,0,5
test_so5,4,6,6,0,7
g1086,4,8,3,0,5
test_so6,4,8,4,0,28
n1352,2,5,2,0,5
n1351,2,7,1,0,9
n1354,3,12,1,0,38
n1353,2,2,1,0,12
n1350,2,5,1,0,22
g7626,5,13,2,0,11
n1359,2,6,1,0,10
n1356,4,15,1,0,44
n1355,4,16,1,0,37
n1358,4,16,1,0,41
n1357,3,12,1,0,41
test_so9,4,8,2,0,5
g1092,4,8,3,0,5
g668,4,7,4,0,22
g1095,4,8,3,0,5
g7632,2,3,1,0,13
g654,4,7,3,0,11
g6786,2,5,2,0,8
g650,4,6,3,0,12
g1098,4,8,4,0,5
n1341,2,7,1,0,18
n1340,2,5,2,0,14
n1343,2,6,1,0,15
n1342,3,12,2,0,16
n1349,3,8,2,0,10
n1348,5,12,1,0,11
n1345,2,5,4,0,5
n1344,3,8,1,0,15
n1347,3,8,1,0,15
n1346,4,10,1,0,16
g658,4,7,4,0,20
g5421,3,7,1,0,9
g686,4,7,6,0,10
g201,4,6,5,0,10
g682,4,8,4,0,17
g6759,2,5,1,0,6
g8938,3,4,2,0,9
n1374,4,13,2,0,8
g8937,3,4,2,0,9
n1373,4,13,2,0,7
DFF_330_n1,4,6,1,0,13
n1376,3,10,1,0,11
g8939,3,4,1,0,9
n1375,4,13,1,0,5
g6755,2,7,2,0,11
n1370,5,17,1,0,8
g6757,2,5,1,0,10
n1372,4,13,2,0,8
n1371,4,13,2,0,8
n1378,2,6,1,0,9
n1377,3,8,1,0,10
n1379,4,10,1,0,19
g207,4,6,4,0,7
g677,4,7,3,0,10
g8941,3,4,1,0,9
g1074,4,8,3,0,5
g8940,3,4,1,0,9
g1071,4,8,4,0,5
g8943,3,10,2,0,26
g1077,4,8,3,0,5
g673,4,8,5,0,17
n1363,2,5,2,0,15
n1362,3,9,2,0,4
n1365,3,10,1,0,7
n1364,4,20,1,0,9
g8945,3,4,2,0,9
g8944,3,4,2,0,9
n1361,1,2,9,0,15
n1360,2,2,4,0,12
n1367,5,20,1,0,8
n1366,4,9,1,0,6
n1369,5,20,1,0,9
n1368,5,17,1,0,8
g1080,4,8,4,0,5
g225,4,6,4,0,11
g5763,2,3,1,0,7
n1275,2,4,1,0,9
n1274,4,8,1,0,10
n1277,2,8,1,0,21
n1276,2,8,1,0,8
n1271,2,8,1,0,8
n1270,4,11,1,0,9
n1273,3,6,1,0,30
n1272,2,8,1,0,8
n1279,2,8,1,0,8
n1278,2,8,1,0,8
g213,4,6,5,0,7
g6621,2,5,2,0,3
g695,4,7,7,0,10
g5770,2,4,2,0,10
g691,4,8,4,0,17
g6627,2,5,2,0,3
n1264,4,15,2,0,8
n1263,4,16,2,0,8
n1266,4,16,1,0,8
n1265,3,12,1,0,9
n1260,2,4,1,0,10
n1262,2,8,2,0,9
n1261,3,10,3,0,11
n1268,3,12,1,0,8
n1267,4,15,1,0,8
n1269,4,16,1,0,8
g219,4,6,5,0,15
g248,4,6,4,0,7
g4891,2,5,2,0,7
g4890,2,5,2,0,7
n1291,2,7,3,0,3
n1290,2,3,1,0,4
g243,4,6,5,0,7
g1386,4,6,3,0,13
g1383,4,6,3,0,9
g4893,2,5,2,0,7
g4892,2,5,3,0,9
g1389,4,6,3,0,7
n1297,2,3,1,0,22
n1296,5,13,1,0,23
n1299,5,13,1,0,53
n1298,2,5,1,0,56
n1293,2,6,1,0,55
n1292,5,13,1,0,56
n1295,2,5,3,0,54
n1294,2,2,1,0,22
g237,4,6,4,0,7
n1280,2,8,1,0,8
g7930,2,3,1,0,6
g1397,4,6,2,0,9
g231,4,6,4,0,7
n1286,3,10,1,0,12
n1285,2,6,2,0,9
n1288,5,12,1,0,8
n1287,3,12,1,0,8
n1282,2,6,1,0,24
g5755,2,4,2,0,9
n1281,2,8,1,0,29
n1284,4,9,2,0,23
n1283,2,8,1,0,25
n1289,4,16,2,0,7
g1360,4,6,3,0,4
g269,4,8,3,0,7
g266,4,8,4,0,9
g263,4,8,3,0,11
g262,4,8,2,0,9
g261,4,7,3,0,12
g260,4,7,2,0,12
n3018,4,6,1,0,15
n3019,4,6,1,0,9
n3016,4,6,2,0,7
n3017,4,6,2,0,6
test_so10,0,0,0,0,0
g259,4,7,3,0,12
g1371,4,6,3,0,13
g258,4,7,3,0,12
g257,4,7,2,0,12
g256,4,7,2,0,12
g255,4,8,4,0,2
g254,4,8,2,0,9
g253,4,7,3,0,12
g4888,1,1,0,0,2
g4887,1,1,0,0,2
1'b0,0,0,0,0,0
1'b1,0,0,4,0,0
g1341,4,6,5,0,18
g287,4,8,3,0,9
g284,4,8,3,0,9
n3036,4,5,2,0,13
g1346,4,6,4,0,18
n3037,4,6,1,0,13
n3034,4,8,1,0,6
g281,4,8,3,0,7
n3035,4,6,1,0,7
n3033,4,6,2,0,13
n3030,4,6,1,0,12
n3031,4,8,2,0,6
n3038,4,6,1,0,17
g278,4,8,3,0,9
g275,4,8,4,0,9
g1351,4,6,4,0,20
g1356,4,6,2,0,8
n3025,4,8,1,0,8
g272,4,8,3,0,9
n3026,4,8,1,0,5
n3023,4,6,2,0,6
n3024,4,5,1,0,13
n3022,4,6,1,0,13
n3020,4,6,1,0,7
n3029,4,6,1,0,6
n3027,4,8,1,0,9
g11443,4,13,1,0,11
n3050,4,8,1,0,19
n3051,4,8,1,0,5
n3058,4,8,2,0,10
g1324,4,8,3,0,5
n3059,4,6,1,0,8
g1321,4,8,4,0,5
n3056,4,8,1,0,5
n3057,4,5,1,0,12
g1327,4,8,3,0,5
DFF_242_n1,4,8,1,0,6
n3054,4,6,1,0,9
n3055,4,6,1,0,8
n3053,4,6,2,0,10
n3040,4,8,1,0,5
g1330,4,8,3,0,5
g299,4,8,4,0,13
g296,4,8,3,0,9
n3047,4,8,1,0,8
n3048,4,8,1,0,6
g293,4,8,3,0,7
n3045,4,8,2,0,6
g1333,4,8,3,0,5
n3046,4,6,2,0,11
g290,4,8,4,0,9
n3044,4,6,1,0,13
g1336,4,6,5,0,14
n3041,4,7,1,0,14
n3042,4,5,2,0,2
n718,1,3,4,0,9
n719,1,2,3,0,6
g1781,4,6,5,0,7
g9269,2,3,2,0,3
g9266,2,3,2,0,3
g1786,4,6,8,0,7
g1300,4,8,4,0,32
g1304,4,8,4,0,30
g1308,4,8,4,0,5
n712,1,3,4,0,9
n713,1,2,2,0,6
n711,1,3,6,0,11
g9272,5,10,2,0,15
n717,1,2,2,0,6
n715,1,3,6,0,6
n3061,4,6,1,0,9
n3062,4,6,1,0,13
g11478,4,10,1,0,34
g1791,4,6,6,0,7
g1796,4,6,4,0,7
g2648,4,2,2,0,1
n3065,4,6,1,0,6
g1317,4,4,2,0,1
g1314,4,8,3,0,5
n3064,4,5,1,0,14
g1318,4,8,4,0,5
DFF_441_n1,4,8,1,0,5
g2611,4,5,1,0,3
g2610,4,5,1,0,3
g1762,4,8,3,0,14
g1765,4,6,2,0,7
g2612,4,5,1,0,3
g1766,4,6,7,0,6
g1776,4,6,5,0,7
n720,1,3,4,0,6
n721,1,2,2,0,6
n725,1,2,9,0,12
g6198,2,5,1,0,8
g1741,4,8,2,0,9
g1744,4,8,3,0,9
g1747,4,8,4,0,9
g8384,2,3,1,0,3
Tg1_OUT2,2,8,1,0,13
Tg1_OUT1,2,3,1,0,13
Tg1_OUT4,2,9,1,0,7
Tg1_OUT3,2,4,1,0,13
Tg1_OUT6,2,6,1,0,28
g1753,4,8,4,0,9
Tg1_OUT5,2,6,1,0,5
g1750,4,8,3,0,9
Tg1_OUT8,2,6,1,0,9
Tg1_OUT7,2,2,1,0,10
g2604,4,5,1,0,3
g1756,4,8,3,0,9
g2603,4,5,2,0,3
g2602,4,5,2,0,3
g2601,4,1,1,0,1
g2608,4,5,2,0,3
g2607,4,5,1,0,3
g2606,4,5,1,0,3
g2605,4,5,1,0,3
g1759,4,8,3,0,9
g2609,4,5,1,0,3
n744,1,4,2,0,4
g7143,2,6,2,0,12
g1840,4,6,8,0,4
test_se,0,0,676,0,0
DFF_136_n1,4,6,1,0,8
g1854,4,8,3,0,7
g1857,4,9,4,0,7
g6278,1,1,0,0,2
g6279,1,1,0,0,2
g6274,1,1,0,0,2
g6275,1,1,0,0,2
g6276,1,1,0,0,2
g6277,1,1,0,0,2
g1822,4,6,4,0,4
n1613,4,7,2,0,43
n793,4,11,3,0,7
n1612,4,7,3,0,11
n1615,4,7,4,0,20
n1614,4,6,5,0,7
n796,3,6,3,0,2
n797,4,5,3,0,2
g1828,4,9,4,0,16
n794,5,15,2,0,14
n1611,4,8,3,0,7
n795,4,5,2,0,2
n1610,4,8,3,0,4
g6281,1,1,2,0,2
g6282,1,1,2,0,2
g6283,1,1,2,0,2
n798,3,6,3,0,2
g6284,1,1,2,0,2
n799,2,2,1,0,3
n1617,4,6,3,0,7
n1616,4,7,4,0,25
n1619,4,6,2,0,10
g6280,1,1,0,0,2
n1618,4,6,3,0,7
g7137,2,6,2,0,11
g6285,1,1,2,0,2
g7133,2,6,1,0,8
g7134,2,5,2,0,12
g1834,4,9,6,0,22
n1602,4,6,3,0,7
n1601,4,6,2,0,6
n1604,4,6,2,0,7
n1603,4,6,2,0,7
n1600,4,8,2,0,35
n1609,4,6,3,0,4
n1606,4,6,6,0,21
n1605,4,9,6,0,16
n1608,4,6,3,0,4
n1607,4,6,4,0,4
g6256,1,1,2,0,2
g8435,4,11,1,0,18
g6257,1,1,5,0,2
g8434,4,11,1,0,16
g4076,2,5,1,0,9
g6258,1,1,7,0,2
g6259,1,1,3,0,2
g8431,4,11,1,0,16
g6253,1,1,2,0,2
g8430,4,11,1,0,16
g6254,1,1,1,0,2
g8433,4,11,1,0,16
g7586,3,9,1,0,19
g6255,1,1,0,0,2
g8432,4,11,2,0,16
g1801,4,6,8,0,7
n1635,4,8,1,0,11
n1634,4,6,2,0,13
n1637,4,8,3,0,6
n1636,4,8,1,0,7
n1631,4,5,2,0,7
n1630,4,6,2,0,7
g709,4,8,3,0,17
g1806,4,7,8,0,12
n1633,4,8,1,0,9
n1632,4,8,1,0,9
g6260,1,1,3,0,2
g7590,2,4,1,0,20
g6261,1,1,1,0,2
g6262,1,1,2,0,2
g704,4,7,4,0,10
n1639,4,8,1,0,31
n1638,4,8,1,0,27
g700,4,8,4,0,17
g6267,1,1,0,0,2
g6268,1,1,0,0,2
g6269,1,1,0,0,2
g6263,1,1,2,0,2
g6264,1,1,0,0,2
g6265,1,1,2,0,2
g6266,1,1,0,0,2
g4089,2,4,3,0,1
g11376,3,8,2,0,17
g11372,2,7,2,0,12
g1811,4,8,3,0,5
n1624,4,6,2,0,17
n1623,4,6,2,0,6
n1626,4,6,3,0,7
g1814,4,6,6,0,4
n1625,4,6,2,0,9
n1620,4,8,2,0,42
n1622,4,6,2,0,5
n1621,4,8,2,0,33
g6270,1,1,0,0,2
g6271,1,1,0,0,2
g6272,1,1,0,0,2
g6273,1,1,0,0,2
n1628,4,6,2,0,11
n1627,4,6,2,0,7
n1629,4,6,2,0,7
g6234,2,5,2,0,4
DFF_168_n1,4,8,1,0,5
g11380,2,5,2,0,50
n1651,4,4,1,0,11
n1650,4,8,3,0,5
n1657,4,7,3,0,10
n1656,4,7,3,0,10
n1659,4,6,3,0,7
n1658,4,6,3,0,7
n1653,4,6,14,0,3
n1652,4,4,1,0,9
n1655,4,9,3,0,9
n1654,4,6,11,0,7
g5390,2,6,2,0,12
g727,4,8,4,0,17
g5392,2,3,2,0,13
g722,4,7,4,0,10
g5396,4,10,2,0,3
g6243,3,7,2,0,3
g6244,2,5,2,0,6
g11391,2,5,1,0,16
g11392,2,7,2,0,16
g11393,2,7,2,0,21
n1640,4,8,1,0,8
g8428,4,11,1,0,16
g8429,4,11,1,0,16
n1646,4,7,3,0,18
n1645,4,6,3,0,4
n1648,4,6,2,0,11
n1647,4,7,2,0,3
n1642,4,6,5,0,13
n1641,4,6,8,0,11
n1644,4,6,3,0,4
n1643,4,6,4,0,4
g718,4,8,5,0,17
g7581,2,3,1,0,15
g713,4,7,5,0,10
n1649,4,8,1,0,14
g743,0,0,1,0,0
g742,0,0,1,0,0
g741,0,0,1,0,0
g9721,2,3,2,0,3
g7541,2,5,2,0,6
n1671,4,6,2,0,3
n1670,4,6,2,0,3
n1673,4,6,2,0,3
n1672,4,6,2,0,3
g6216,2,5,1,0,2
n1679,4,8,2,0,36
n1678,4,6,2,0,7
n1675,4,7,2,0,10
n1674,4,6,2,0,3
n1677,4,6,2,0,7
n1676,4,7,2,0,10
DFF_436_n1,4,8,1,0,9
g746,4,8,5,0,5
g745,4,8,3,0,6
g744,0,0,1,0,0
g731,4,7,3,0,10
g8885,3,4,2,0,9
g6224,2,5,1,0,6
g8887,3,4,1,0,9
g8883,3,4,2,0,9
n1660,4,6,3,0,7
n1662,4,7,3,0,22
n1661,4,6,3,0,7
g8889,3,4,1,0,9
n1668,4,6,2,0,4
n1667,4,6,2,0,4
n1669,4,6,2,0,4
n1664,4,6,2,0,4
n1663,4,7,3,0,27
n1666,4,6,2,0,4
n1665,4,6,2,0,4
g736,4,8,5,0,19
g4498,2,5,2,0,6
g6672,2,7,2,0,6
n1693,4,7,1,0,10
n1692,4,9,1,0,12
n1211,3,9,1,0,10
n1695,4,8,1,0,35
n1210,4,13,1,0,5
n1694,4,7,1,0,10
g6679,4,11,1,0,6
n1691,4,8,1,0,48
n1690,4,8,1,0,41
n1217,2,8,11,0,11
n1216,2,5,4,0,5
n1219,4,10,1,0,6
n1218,2,4,1,0,1
n1213,2,6,1,0,14
n1697,4,7,1,0,10
n1212,4,13,1,0,6
n1696,4,7,1,0,10
n1215,2,8,1,0,10
n1699,4,8,1,0,39
n1214,2,8,3,0,13
n1698,4,8,1,0,44
g10936,4,11,2,0,38
g750,0,0,3,0,0
n1682,4,9,2,0,7
n1681,4,8,2,0,13
n1200,2,8,1,0,14
n1684,4,6,2,0,6
n1683,4,5,2,0,13
g6205,2,5,2,0,6
n1680,4,8,2,0,43
n1206,2,8,1,0,14
n1205,2,8,1,0,10
n1689,4,8,1,0,40
n1208,2,8,1,0,14
n1207,4,16,1,0,16
n1202,4,15,2,0,12
n1686,4,6,2,0,7
n1201,2,8,1,0,11
n1685,4,6,2,0,7
n1204,3,12,1,0,11
n1688,4,6,2,0,9
n1203,4,14,1,0,11
n1687,4,6,2,0,9
n1209,4,16,1,0,8
g756,4,8,3,0,4
g755,4,5,2,0,3
g4473,2,5,2,0,6
g302,4,8,3,0,11
g6653,2,5,2,0,3
g4471,2,5,2,0,6
g4477,2,5,2,0,6
n1231,2,7,2,0,15
n1230,4,10,1,0,16
n1233,2,6,1,0,8
n1232,2,7,1,0,19
g6656,4,11,1,0,23
