Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
CRC_OUT_6_20,4,6,3,5,20,1,1
DFF_563_n1,4,6,1,1,17,1,1
CRC_OUT_6_29,4,6,3,5,47,1,1
CRC_OUT_6_28,4,6,3,5,44,1,1
CRC_OUT_6_27,4,6,3,5,41,1,1
CRC_OUT_6_26,4,6,3,5,38,1,1
CRC_OUT_6_25,4,6,3,5,35,1,1
WX6949,2,5,2,6,54,1,1
CRC_OUT_6_13,4,6,3,5,14,1,1
CRC_OUT_6_12,4,6,3,5,11,1,1
CRC_OUT_6_11,4,6,3,5,8,1,1
CRC_OUT_6_10,4,6,3,5,26,1,1
WX6950,4,6,4,7,55,1,2
CRC_OUT_6_19,4,6,3,5,17,1,1
CRC_OUT_6_18,4,6,3,5,14,1,1
CRC_OUT_6_17,4,6,3,5,11,1,1
CRC_OUT_6_16,4,6,3,5,8,1,1
CRC_OUT_6_15,4,6,3,5,20,1,1
CRC_OUT_6_14,4,6,3,5,17,1,1
n4400,1,1,2,4,4,0,0
n4401,1,1,2,4,4,0,0
n4408,1,1,2,4,4,0,0
n4409,1,1,2,4,4,0,0
n4406,1,1,2,4,4,0,0
n4407,1,1,2,4,4,0,0
n4404,1,1,2,4,4,0,0
n4405,1,1,2,4,4,0,0
n4402,1,1,2,4,4,0,0
n4403,1,1,2,4,4,0,0
DFF_1124_n1,4,6,1,1,8,1,1
DFF_737_n1,4,6,1,1,78,1,1
n4301,1,1,4,7,6,0,0
n4302,1,1,4,8,6,0,0
n4300,1,1,4,8,6,0,0
n4309,1,1,4,8,6,0,0
n4307,1,1,4,5,6,0,0
n4308,1,1,4,8,6,0,0
n4305,1,1,4,4,6,0,0
n4306,1,1,4,4,6,0,0
n4303,1,1,4,7,6,0,0
n4304,1,1,4,4,6,0,0
DFF_1334_n1,4,6,1,1,26,1,1
DFF_371_n1,4,6,1,1,17,1,1
n4323,1,1,4,8,6,0,0
n4324,1,1,4,8,6,0,0
n4321,1,1,4,4,6,0,0
n4322,1,1,4,4,6,0,0
n4320,1,1,4,4,6,0,0
n4329,1,1,4,4,6,0,0
n4327,1,1,4,4,6,0,0
n4328,1,1,4,4,6,0,0
n4325,1,1,4,8,6,0,0
n4326,1,1,4,7,6,0,0
n4312,1,1,4,4,6,0,0
n4313,1,1,4,4,6,0,0
n4310,1,1,4,8,6,0,0
n4311,1,1,4,6,6,0,0
n4318,1,1,4,8,6,0,0
n4319,1,1,4,6,6,0,0
n4316,1,1,4,8,6,0,0
n4317,1,1,4,8,6,0,0
n4314,1,1,4,4,6,0,0
n4315,1,1,4,6,6,0,0
n3014,2,8,1,2,81,2,3
n4345,1,1,4,8,6,0,0
n3015,2,8,1,2,78,2,3
n4346,1,1,4,8,6,0,0
n3012,3,12,1,2,75,3,4
n4343,1,1,4,8,6,0,0
n3013,2,8,1,2,84,2,3
n4344,1,1,4,8,6,0,0
n3010,2,8,1,2,12,2,3
n4341,1,1,4,9,6,0,0
n3011,2,8,1,2,9,2,3
n4342,1,1,4,8,6,0,0
n4340,1,1,4,8,6,0,0
n4349,1,1,4,7,6,0,0
n3016,2,8,1,2,75,2,3
n4347,1,1,4,8,6,0,0
n3017,4,9,1,1,10,1,3
n4348,1,1,4,8,6,0,0
n3003,2,8,1,2,12,2,3
n4334,1,1,4,6,6,0,0
n3004,2,8,1,2,9,2,3
n4335,1,1,4,4,6,0,0
n3001,2,8,1,2,18,2,3
n4332,1,1,4,8,6,0,0
n3002,2,8,1,2,15,2,3
n4333,1,1,4,8,6,0,0
n4330,1,1,4,5,6,0,0
n3000,3,12,1,2,13,3,4
n4331,1,1,4,8,6,0,0
n3009,2,8,1,2,15,2,3
n3007,2,8,1,2,21,2,1
n4338,1,1,4,4,6,0,0
n3008,2,8,1,2,18,2,3
n4339,1,1,4,8,6,0,0
n3005,3,12,1,2,78,3,4
n4336,1,1,4,4,6,0,0
n3006,2,8,1,2,24,2,3
n4337,1,1,4,5,6,0,0
n4360,1,1,2,8,5,0,0
n4367,1,1,2,8,5,0,0
n4368,1,1,2,8,5,0,0
n4365,1,1,2,8,5,0,0
n3035,4,9,1,1,10,1,3
n4366,1,1,2,8,5,0,0
n3032,4,9,1,1,10,1,3
n4363,1,1,2,8,5,0,0
n4364,1,1,2,8,5,0,0
n4361,1,1,2,8,5,0,0
n4362,1,1,2,8,5,0,0
TM0,0,0,2,5,0,0,0
n3038,4,9,1,1,10,1,3
n4369,1,1,2,8,5,0,0
TM1,0,0,3,7,0,0,0
DFF_383_n1,4,6,1,1,53,1,1
n4356,1,1,2,8,5,0,0
n3026,4,9,1,1,10,1,3
n4357,1,1,2,8,5,0,0
n3023,4,9,1,1,10,1,3
n4354,1,1,4,4,6,0,0
n4355,1,1,4,4,6,0,0
n4352,1,1,4,4,6,0,0
n4353,1,1,4,4,6,0,0
n4350,1,1,4,6,6,0,0
n3020,4,9,1,1,10,1,3
n4351,1,1,4,4,6,0,0
n3029,4,9,1,1,10,1,3
n4358,1,1,2,8,5,0,0
n4359,1,1,2,8,5,0,0
n3050,4,9,1,1,10,1,3
n4381,1,1,2,8,5,0,0
n4382,1,1,2,8,5,0,0
n4380,1,1,2,8,5,0,0
n4389,1,1,2,8,5,0,0
n3059,4,9,1,1,10,1,3
n3056,4,9,1,1,10,1,3
n4387,1,1,2,8,5,0,0
n4388,1,1,2,8,5,0,0
n4385,1,1,2,8,5,0,0
n4386,1,1,2,8,5,0,0
n4383,1,1,2,8,5,0,0
n3053,4,9,1,1,10,1,3
n4384,1,1,2,8,5,0,0
WX3080,2,5,3,5,65,1,1
WX3086,2,5,3,5,59,1,1
WX3088,2,5,3,5,57,1,1
WX3082,2,5,3,5,63,1,1
WX3084,2,5,3,5,61,1,1
n4370,1,1,2,8,5,0,0
n4371,1,1,2,8,5,0,0
WX4399,2,5,3,4,69,1,1
DFF_545_n1,4,6,1,1,78,1,1
n3047,4,9,1,1,10,1,3
n4378,1,1,2,8,5,0,0
n4379,1,1,2,8,5,0,0
n4376,1,1,2,8,5,0,0
n4377,1,1,2,8,5,0,0
n4374,1,1,2,8,5,0,0
n3044,4,9,1,1,10,1,3
n4375,1,1,2,8,5,0,0
n3041,4,9,1,1,10,1,2
n4372,1,1,2,8,5,0,0
n4373,1,1,2,8,5,0,0
CRC_OUT_1_30,4,6,3,6,50,1,1
WX3070,2,5,2,6,75,1,1
WX3076,2,5,3,5,66,1,1
WX3078,2,5,3,5,67,1,1
WX3072,2,5,3,5,64,1,1
CRC_OUT_1_31,4,6,4,4,53,1,1
WX3071,4,6,4,7,64,1,2
WX3074,2,5,3,5,65,1,1
n3072,3,12,1,2,13,3,5
n3073,3,12,1,2,13,3,5
n3070,3,12,1,2,6,3,4
n3071,4,9,1,2,10,1,2
CRC_OUT_1_29,4,6,3,5,47,1,1
CRC_OUT_1_28,4,6,3,5,44,1,1
WX4389,2,5,3,5,64,1,1
n3078,3,12,1,2,13,3,5
n3079,3,12,1,2,13,3,5
n3076,3,12,1,2,13,3,5
n3077,4,9,1,2,10,1,2
n3074,4,9,1,2,10,1,2
n3075,3,12,1,2,13,3,5
CRC_OUT_1_25,4,6,3,5,35,1,1
WX4397,2,5,3,4,68,1,1
CRC_OUT_1_24,4,6,3,5,32,1,1
CRC_OUT_1_27,4,6,3,5,41,1,1
WX4395,2,5,3,4,67,1,1
CRC_OUT_1_26,4,6,3,5,38,1,1
CRC_OUT_1_21,4,6,3,5,23,1,1
WX4393,2,5,3,4,66,1,1
CRC_OUT_1_20,4,6,3,5,20,1,1
CRC_OUT_1_23,4,6,3,5,29,1,1
WX4391,2,5,3,5,65,1,1
CRC_OUT_1_22,4,6,3,5,26,1,1
n4392,1,1,2,4,4,0,0
n3062,4,9,1,1,10,1,3
n4393,1,1,2,4,4,0,0
n4390,1,1,2,8,5,0,0
n4391,1,1,2,8,5,0,0
CRC_OUT_1_18,4,6,3,5,14,1,1
WX4379,2,5,3,5,58,1,1
CRC_OUT_1_17,4,6,3,5,11,1,1
WX4377,2,5,3,5,60,1,1
CRC_OUT_1_19,4,6,3,5,17,1,1
n3069,3,12,1,2,13,3,5
n3067,3,12,1,2,13,3,5
n4398,1,1,2,4,4,0,0
n3068,4,9,1,2,10,1,2
n4399,1,1,2,4,4,0,0
n3065,4,9,1,2,10,1,2
n4396,1,1,2,4,4,0,0
n3066,3,12,1,2,13,3,5
n4397,1,1,2,4,4,0,0
n4394,1,1,2,4,4,0,0
n4395,1,1,2,4,4,0,0
DFF_557_n1,4,6,1,1,14,1,1
CRC_OUT_1_14,4,6,1,1,17,1,1
CRC_OUT_1_13,4,6,3,3,14,1,1
WX4387,2,5,3,3,50,1,0
CRC_OUT_1_16,4,6,3,5,8,1,0
CRC_OUT_1_15,4,2,3,5,20,0,0
WX4385,2,5,3,5,52,1,1
CRC_OUT_1_10,4,6,3,5,26,1,1
WX4383,2,5,3,5,54,1,1
CRC_OUT_1_12,4,6,3,5,11,1,1
CRC_OUT_1_11,4,6,3,5,8,1,1
WX4381,2,5,3,5,56,1,1
n3094,3,12,1,2,13,3,5
n3095,4,9,1,2,10,1,1
n3092,4,9,1,2,10,1,2
n3093,3,12,1,2,4,3,4
n3090,3,12,1,2,13,3,5
n3091,3,12,1,2,13,3,5
n3098,4,9,1,2,10,1,2
n3099,3,12,1,2,13,3,5
n3096,3,12,1,2,13,3,5
n3097,3,12,1,2,13,3,5
DFF_358_n1,4,6,1,1,14,1,1
n3083,4,9,1,2,10,1,2
n3084,3,12,1,2,2,3,4
n3081,3,12,1,2,13,3,5
n3082,3,12,1,2,13,3,5
n3080,4,9,1,2,10,1,2
n3089,4,9,1,2,10,1,2
n3087,3,12,1,2,13,3,5
n3088,3,12,1,2,13,3,5
n3085,3,12,1,2,13,3,5
n3086,4,9,1,2,10,1,2
WX3090,2,5,3,5,55,1,1
WX3092,2,5,3,3,53,1,0
WX3098,2,5,3,5,66,1,1
WX3094,2,5,3,5,64,1,1
WX3096,2,5,3,5,65,1,1
WX3116,2,5,3,4,69,1,1
WX3118,2,5,3,4,69,1,1
WX3112,2,5,3,4,69,1,1
WX3114,2,5,3,4,69,1,1
WX3120,2,5,3,4,69,1,1
WX3122,2,5,3,4,69,1,1
WX3106,2,5,3,4,69,1,1
WX3108,2,5,3,4,69,1,1
WX3102,2,5,4,5,68,1,1
WX3104,2,5,3,4,69,1,1
WX3110,2,5,4,5,69,1,1
WX4425,2,5,2,3,65,1,1
WX4423,2,5,3,4,64,1,1
WX4421,2,5,3,2,69,1,0
WX3100,2,5,3,4,67,1,1
WX4417,2,5,3,4,69,1,1
WX4415,2,5,3,4,69,1,1
WX4413,2,5,3,4,69,1,1
WX4411,2,5,3,4,69,1,1
WX4419,2,5,3,4,69,1,1
DFF_959_n1,4,6,1,1,53,1,1
DFF_569_n1,4,6,1,1,35,1,1
WX3128,2,5,3,2,69,1,0
WX3124,2,5,3,4,69,1,1
WX3126,2,5,4,5,69,1,1
DFF_570_n1,4,6,1,1,38,1,1
WX3130,2,5,3,4,64,1,1
WX3132,2,5,2,3,65,1,1
DFF_1508_n1,4,6,1,1,8,1,0
DFF_1533_n1,4,6,1,1,47,1,1
WX4405,2,5,3,4,69,1,1
WX4403,2,5,3,4,69,1,1
WX4401,2,5,3,4,69,1,1
WX4409,2,5,3,4,69,1,1
WX4407,2,5,3,4,69,1,1
DFF_947_n1,4,6,1,1,17,1,0
WX5714,2,5,3,4,68,1,1
WX5712,2,5,3,4,67,1,1
WX5710,2,5,3,4,66,1,1
WX5718,2,5,2,3,66,1,1
WX5716,2,5,3,4,68,1,1
DFF_1322_n1,4,6,1,1,26,1,1
DFF_1521_n1,4,6,1,1,11,1,1
WX5704,2,5,3,2,69,1,0
WX5702,2,5,3,4,69,1,1
WX5700,2,5,3,4,69,1,1
DFF_935_n1,4,6,1,1,17,1,1
WX5708,2,5,3,4,65,1,1
DFF_748_n1,4,6,1,1,11,1,1
WX5706,2,5,3,4,64,1,1
n4664,1,1,2,30,5,0,0
n3334,2,5,1,0,5,1,2
n4665,1,1,2,30,5,0,0
n4662,1,1,2,30,5,0,0
n3332,2,5,1,0,5,1,2
n4663,1,1,2,30,5,0,0
n4660,1,1,2,30,5,0,0
n3330,2,5,1,0,5,1,2
n4661,1,1,2,30,5,0,0
DFF_1712_n1,4,6,1,1,8,1,0
n3339,4,9,2,3,69,1,3
n4668,1,1,2,30,5,0,0
n3338,4,9,2,3,2,1,3
n4669,1,1,2,30,5,0,0
n4666,1,1,2,30,5,0,0
n3336,2,5,1,0,2,1,1
n4667,1,1,2,30,5,0,0
DFF_1724_n1,4,6,1,1,44,1,1
DFF_1323_n1,4,6,1,1,8,1,1
n3322,2,8,1,2,15,2,3
n4653,1,1,2,30,5,0,0
n3323,2,8,1,2,12,2,3
n4654,1,1,2,30,5,0,0
n3320,2,8,1,2,21,2,3
n4651,1,1,2,30,5,0,0
n3321,2,8,1,2,18,2,3
n4652,1,1,2,30,5,0,0
n4650,1,1,2,30,5,0,0
n3328,2,8,1,2,79,2,3
n4659,1,1,2,30,5,0,0
n3329,2,8,1,2,76,2,3
n3326,2,8,1,2,85,2,3
n4657,1,1,2,30,5,0,0
n3327,2,8,1,2,82,2,3
n4658,1,1,2,30,5,0,0
n3324,2,8,1,2,9,2,3
n4655,1,1,2,30,5,0,0
n3325,3,12,1,2,78,3,3
n4656,1,1,2,30,5,0,0
DFF_1700_n1,4,6,1,1,8,1,1
WX1831,2,5,3,4,67,1,1
WX1837,2,5,3,4,66,1,1
n3355,4,9,2,3,3,1,1
n4686,1,1,2,20,5,0,0
n3356,4,9,2,3,3,1,1
n4687,1,1,2,20,5,0,0
WX1839,2,5,2,3,64,1,1
n3353,4,9,2,3,3,1,0
n4684,1,1,2,20,5,0,0
n3354,4,5,2,3,3,0,0
n4685,1,1,2,20,5,0,0
WX1833,2,5,3,4,68,1,1
n3351,4,9,2,3,3,1,1
n4682,1,1,2,20,5,0,0
n3352,4,9,2,3,3,1,1
n4683,1,1,2,20,5,0,0
WX1835,2,5,3,4,68,1,1
n4680,1,1,2,21,5,0,0
n3350,4,9,2,3,3,1,1
n4681,1,1,2,20,5,0,0
n3359,4,9,2,3,3,1,1
n3357,4,9,2,3,3,1,1
n4688,1,1,2,20,5,0,0
n3358,4,9,2,3,3,1,1
n4689,1,1,2,20,5,0,0
DFF_736_n1,4,6,1,1,75,1,2
WX1821,2,5,3,4,69,1,1
CK,0,0,2552,5642,0,0,0
n3344,4,9,2,3,66,1,3
n4675,1,1,2,22,5,0,0
WX1827,2,5,3,4,65,1,1
n3345,4,9,2,3,65,1,3
n4676,1,1,2,22,5,0,0
n3342,4,9,2,3,67,1,3
n4673,1,1,2,22,5,0,0
WX1829,2,5,3,4,66,1,1
n3343,4,9,2,3,66,1,3
n4674,1,1,2,22,5,0,0
n3340,4,5,2,3,72,0,2
n4671,1,1,2,30,5,0,0
WX1823,2,5,3,2,69,1,0
n3341,4,9,2,3,57,1,3
n4672,1,1,2,27,5,0,0
WX1825,2,5,3,4,64,1,1
n4670,1,1,2,30,5,0,0
n3348,4,9,2,3,3,1,1
n4679,1,1,2,22,5,0,0
n3349,4,9,2,3,3,1,1
n3346,4,9,2,3,3,1,1
n4677,1,1,2,22,5,0,0
n3347,4,9,2,3,3,1,1
n4678,1,1,2,22,5,0,0
DFF_1335_n1,4,6,1,1,29,1,1
n3370,4,9,2,3,60,1,1
n3377,4,9,2,3,54,1,1
n3378,4,9,2,3,56,1,1
n3375,4,9,2,3,70,1,1
n3376,4,9,2,3,52,1,1
n3373,4,9,2,3,66,1,1
n3374,4,9,2,3,66,1,1
n3371,4,9,2,3,62,1,1
n3372,4,9,2,3,64,1,1
n3379,4,9,2,3,58,1,1
n4690,1,1,2,20,5,0,0
n3366,4,9,2,3,52,1,1
n4697,1,1,2,4,4,0,0
n3367,4,9,2,3,54,1,1
n4698,1,1,2,4,4,0,0
n3364,4,5,2,3,67,0,0
n4695,1,1,2,4,4,0,0
n3365,4,9,2,3,66,1,1
n4696,1,1,2,4,4,0,0
n3362,4,9,2,3,69,1,1
n4693,1,1,2,20,5,0,0
n3363,4,9,2,3,68,1,0
n4694,1,1,2,4,4,0,0
n3360,4,9,2,3,3,1,1
n4691,1,1,2,20,5,0,0
n3361,4,9,2,3,70,1,1
n4692,1,1,2,20,5,0,0
n3368,4,9,2,3,56,1,1
n4699,1,1,2,4,4,0,0
n3369,4,9,2,3,58,1,1
n3391,4,9,2,3,71,1,1
n3392,4,9,2,3,71,1,1
n3390,4,9,2,3,80,1,0
n3399,4,9,2,3,69,1,1
n3397,4,9,2,3,71,1,1
n3398,4,9,2,3,70,1,1
n3395,4,9,2,3,71,1,1
n3396,4,9,2,3,71,1,1
n3393,4,9,2,3,71,1,1
n3394,4,9,2,3,71,1,1
n3380,4,9,2,3,60,1,1
n3381,4,9,2,3,62,1,1
n3388,4,9,2,3,67,1,1
n3389,4,9,2,3,66,1,1
n3386,4,9,2,3,69,1,1
n3387,4,9,2,3,68,1,1
n3384,4,9,2,3,68,1,1
n3385,4,9,2,3,70,1,1
n3382,4,9,2,3,64,1,1
n3383,4,9,2,3,66,1,1
CRC_OUT_7_30,4,6,3,7,50,1,1
CRC_OUT_7_31,4,6,5,8,53,1,1
WX11036,5,11,1,3,2,0,4
WX11037,4,5,3,7,1,0,0
WX11034,5,11,1,2,2,0,4
WX11038,5,11,1,3,2,0,4
WX11039,4,9,3,7,3,1,0
DFF_568_n1,4,6,1,1,32,1,1
WX11032,5,11,1,3,2,0,4
WX11033,4,9,3,6,3,1,1
WX11030,5,11,1,3,2,0,4
